,Blocking_patent,Blocking_action,Blocked_app,Blocking_date,Final
1808,7817718,103a,11520709,2011-02-10,0
1812,7817718,103a,11520709,2011-07-28,1
1816,7817718,112,12907656,2011-11-28,1
1817,5963876,103a,11833733,2011-09-14,0
1818,7234119,103a,12356551,2011-03-01,1
1819,6807317,103a,12735329,2012-08-02,0
1823,6807317,103a,12735329,2013-07-25,0
1825,6807317,103a,12735329,2013-01-09,0
1835,6052064,103,12741744,2012-12-28,0
1836,6665283,103a,10321308,2011-06-08,1
1837,6665283,103a,10321308,2012-11-13,1
1838,6665283,103a,10321308,2012-02-29,0
1839,6665283,103a,10321308,2012-06-18,0
1840,5999138,103a,11749596,2011-05-06,0
1841,7106358,103a,12907244,2012-11-09,0
1843,7047005,103a,12156544,2011-02-16,1
1844,6529746,103a,11832590,2011-01-05,1
1845,6529746,103a,11832590,2011-11-30,1
1846,6529746,103a,11832858,2011-01-04,1
1847,6529746,103a,11832590,2011-08-17,0
1848,7769087,119,12951732,2012-04-03,0
1849,7769087,119a,12951732,2013-02-26,0
1850,7505764,103a,11578206,2012-07-17,1
1851,6725021,103a,12726817,2012-03-29,0
1852,7504936,103a,11834058,2011-03-08,0
1853,7504936,103a,11834058,2011-09-21,1
1854,7398453,103a,12043348,2011-10-18,0
1855,7957772,103,12705736,2011-10-28,0
1856,7026789,103a,12478097,2011-07-08,0
1857,7026789,103a,11971835,2011-05-26,0
1858,8270359,103a,13100801,2013-08-14,1
1859,8270359,103a,13100801,2013-04-26,0
1860,8270359,103a,12825179,2013-02-25,0
1861,6704046,103a,12469524,2011-07-01,0
1864,6766353,103a,12054664,2011-10-06,0
1865,6766353,103,12394724,2011-07-20,0
1866,6766353,103a,12394724,2012-01-19,0
1867,6766353,119,11651801,2012-01-12,0
1868,6766353,103a,11651801,2012-01-12,0
1871,6766353,103a,13413173,2012-05-11,0
1873,6766353,103a,11592309,2012-09-12,0
1874,6766353,103a,12397757,2012-06-12,0
1875,6766353,103a,13413173,2012-11-30,0
1878,6330459,103a,12443423,2011-08-26,0
1879,6330459,103a,12443423,2011-02-04,0
1880,6041241,103a,10829786,2011-03-31,0
1881,6041241,103a,12841863,2012-07-05,0
1882,6396726,102b,12069584,2011-04-07,0
1883,6396726,103a,12718122,2013-01-23,0
1884,8060012,103,13263705,2013-05-09,0
1885,6034971,103a,11796166,2011-10-14,0
1887,6034971,103a,13563572,2012-10-09,0
1888,7085542,103a,13318803,2013-08-13,0
1889,7085542,103a,13318803,2014-03-28,0
1891,6160449,103a,11959923,2011-11-15,0
1892,6160449,103a,11914747,2011-05-09,1
1893,7640571,103a,12197505,2011-12-27,0
1895,7640571,103a,12197505,2011-06-08,0
1896,7640571,103a,12197505,2012-07-11,1
1898,8224303,103a,12684227,2013-06-03,0
1900,8224303,119a,12684227,2014-01-15,0
1901,8224303,103a,12684227,2014-01-15,0
1903,8224303,103a,12684227,2014-06-19,1
1905,7242784,103a,11843061,2011-10-27,1
1906,6104808,103a,11828804,2011-07-20,1
1908,6104808,103a,11828804,2011-03-17,0
1909,6228516,103,12715630,2011-06-06,0
1910,6228516,103a,12131892,2011-06-29,0
1911,7747017,103a,12592445,2011-10-25,0
1913,7747017,103a,12592445,2012-03-22,1
1914,6725022,103a,11193828,2011-11-16,1
1915,6725022,103a,12484300,2011-09-01,0
1916,6725022,103a,11193828,2011-08-03,0
1917,6725022,103a,12033616,2011-02-15,0
1918,6725022,103a,12061803,2011-01-21,0
1919,6725022,102b,12353051,2011-09-16,0
1920,6725022,103a,12353051,2011-09-16,0
1923,6725022,103a,12484300,2012-01-19,1
1924,7047050,103a,11955338,2011-05-23,1
1925,7047050,102b,12717891,2011-06-15,1
1926,7047050,102b,13331050,2013-05-06,0
1927,6100664,103a,11939664,2011-01-06,1
1928,6944245,103a,12065588,2011-09-12,0
1930,5940076,102e,12704039,2011-12-28,0
1931,5940076,119a,11435795,2011-06-03,1
1932,5940076,103a,11435795,2011-06-03,1
1934,5940076,103,12694785,2012-03-02,0
1935,6212393,102,13247431,2013-03-21,0
1936,6212393,103a,13247431,2013-03-21,0
1937,7356348,103,11873453,2011-03-02,1
1938,7356348,103a,11873453,2011-03-02,1
1940,7356348,103a,11873453,2012-07-13,0
1942,6707826,103a,12819973,2012-10-05,0
1944,7292879,102b,12732681,2012-02-02,0
1945,7292879,103a,12732681,2012-02-02,0
1949,7292879,103a,12732681,2012-08-14,1
1951,7292879,103a,12732681,2012-12-18,0
1954,7292879,103,12732681,2013-03-28,1
1955,6393076,103a,11863657,2011-01-11,1
1960,6393076,103a,12705460,2012-09-17,0
1974,6553021,103a,12717419,2011-03-03,1
1975,6553021,103a,12717419,2012-05-24,0
1976,6553021,103a,12717419,2013-02-05,0
1977,6256393,103a,12303120,2011-07-15,0
1979,6256393,103a,11584208,2011-06-17,1
1983,7385913,103a,12402482,2012-05-04,0
1989,7385913,103a,12402482,2012-10-18,1
1994,6084468,103a,12919525,2013-01-24,0
1995,7165112,103a,12898114,2011-06-15,0
1996,7321570,103a,12065272,2011-10-14,1
1997,7321570,103a,12065272,2011-07-19,0
1998,7539186,103a,12027429,2011-10-14,0
2003,7787357,103a,10584335,2011-03-14,0
2004,7873338,103a,12027996,2011-04-27,0
2005,7873338,103a,12680547,2011-10-04,0
2006,7873338,103a,12027996,2011-10-19,0
2007,7873338,103,12680547,2012-04-13,1
2008,7200112,119a,12906953,2011-01-03,0
2009,7200112,103a,10374810,2011-01-19,1
2014,7073192,103a,11366674,2011-08-03,0
2015,7073192,103a,11366674,2012-03-15,1
2016,7073192,102e,13036677,2012-11-19,0
2017,6381477,102b,11863311,2011-06-10,1
2018,6381477,103a,11863311,2011-06-10,1
2019,6208871,103a,11912636,2011-05-25,0
2020,6208871,103a,12338901,2011-05-23,0
2022,6208871,119,12592254,2011-08-31,0
2023,5963012,103a,12492803,2011-10-17,0
2024,5963012,103a,12053861,2011-10-05,0
2026,5963012,103a,12375481,2011-05-02,0
2027,5697793,102b,12402042,2011-09-09,0
2028,5697793,103a,12402042,2011-09-09,0
2036,5697793,103a,13163797,2012-12-24,0
2038,5697793,102a,12722045,2012-07-27,0
2039,5697793,103a,12722045,2012-07-27,0
2043,5754659,103a,12898597,2012-02-22,1
2045,5754659,103,12898597,2012-02-22,1
2047,6591095,103a,12575387,2011-07-11,1
2048,6591095,103,12575387,2011-01-24,0
2049,6591095,103a,11247463,2011-08-30,1
2050,6591095,112,11247463,2011-03-08,0
2051,6591095,103a,11247463,2011-03-08,0
2052,5828660,103a,12921082,2012-09-13,0
2054,6169802,103,12100020,2011-01-05,0
2055,6169802,103a,12100020,2011-03-29,1
2056,6141393,103a,11445735,2011-12-22,1
2058,6141393,103a,12558856,2011-11-23,0
2059,6141393,103a,11445735,2011-08-02,0
2060,6141393,103a,11445735,2012-04-11,0
2061,6141393,103,11445735,2012-04-11,0
2062,6141393,103a,12527019,2012-07-02,1
2063,6141393,103a,11445735,2012-08-09,1
2064,5959693,103a,11089788,2011-01-19,1
2065,5959693,103a,11695693,2011-04-21,0
2066,7142190,103a,12401437,2011-08-23,0
2067,6020878,102e,12465168,2011-01-28,1
2068,6020878,103a,12465168,2011-01-28,1
2069,6020878,103a,12833333,2013-01-04,0
2070,5752163,103a,11771684,2011-07-26,1
2072,5752163,103a,13358619,2012-10-11,0
2074,5752163,112,13358619,2013-02-05,1
2075,7689228,119,12494333,2011-11-28,0
2076,6850285,103a,12120974,2011-09-06,0
2077,6049192,103a,12366623,2011-05-26,0
2078,6232970,103a,11850964,2011-03-25,0
2079,6232970,103a,12347640,2011-09-16,0
2080,6232970,103a,11850964,2011-09-21,1
2081,6232970,103a,13430988,2013-01-14,0
2082,7031373,103a,11893893,2012-04-12,0
2083,8004555,103a,13101610,2012-07-13,0
2084,8004555,102e,13058193,2012-12-10,0
2085,8004555,103,13058193,2012-12-10,0
2086,8004555,103a,13058193,2012-12-10,0
2087,8004555,103a,13058193,2013-06-05,1
2088,6493629,103a,11317406,2011-06-16,0
2089,6572830,102b,12516263,2011-11-25,0
2090,6572830,103a,11878774,2011-04-25,0
2091,6572830,103a,11793428,2011-12-21,0
2093,6572830,102b,11297106,2011-07-26,0
2094,6572830,103a,11878774,2011-10-12,1
2095,6572830,103a,11793428,2012-06-15,1
2097,6572830,103a,12703209,2012-07-20,1
2098,6572830,102b,11297106,2012-03-14,1
2099,6249894,103a,12034125,2011-11-17,0
2100,6249894,103a,11495084,2011-10-19,1
2104,6249894,103a,12034125,2011-02-18,0
2105,6249894,103a,12034125,2011-07-22,1
2106,6249894,102b,11495084,2011-03-15,0
2107,6249894,103a,11495084,2011-03-15,0
2110,6249894,103a,11495084,2012-08-22,0
2114,7570916,112,12376726,2011-04-28,1
2115,7570916,103a,12110012,2011-07-11,0
2116,7239898,102e,12335511,2011-04-01,0
2117,6686931,103a,11674026,2011-02-04,0
2118,6686931,102,11942972,2011-03-23,0
2119,6686931,103a,11942972,2011-03-23,0
2120,6686931,102b,11942972,2011-08-11,1
2121,6686931,103a,11942972,2011-08-11,1
2123,6686931,102b,11942972,2012-01-25,0
2124,6686931,103a,11942972,2012-01-25,0
2127,6160489,103a,10899617,2011-09-13,0
2128,6160489,103a,10899617,2012-04-10,0
2129,6160489,103a,12855740,2012-03-14,0
2130,5966667,103a,11967512,2011-09-19,1
2131,5966667,103a,11967512,2011-02-02,0
2132,5854972,103a,12207326,2011-05-24,1
2138,5854972,103a,12207326,2011-09-08,0
2142,5854972,103a,12207326,2011-02-10,0
2150,6304765,103a,11941046,2011-04-12,1
2151,6529520,103a,12060824,2011-02-02,1
2152,6529520,103a,12060824,2011-05-09,0
2153,5982411,103a,11984692,2011-02-11,0
2154,6298233,103a,12915192,2012-08-15,0
2157,6298233,103a,13220083,2013-02-13,1
2158,6012063,103a,13234883,2012-10-15,0
2159,6012063,103a,13234883,2013-02-13,1
2160,7221945,119a,11829624,2011-02-25,0
2161,7221945,103a,13359960,2012-04-26,0
2162,7221945,102e,13400507,2013-01-04,0
2163,6584325,103a,11846106,2011-03-11,0
2164,6584325,103a,11846106,2011-08-15,1
2165,6346911,103a,12473403,2011-03-10,0
2166,6346911,103a,12562099,2011-06-08,0
2167,6346911,103a,11261215,2012-05-03,0
2168,6086395,103a,12838397,2011-10-26,0
2170,6086395,103,12838397,2012-02-02,1
2172,6086395,103,13549286,2012-11-07,0
2174,6086395,103a,13549286,2012-11-07,0
2175,7130359,103a,12949461,2011-03-30,0
2176,7130359,103a,11434379,2011-05-26,1
2179,7130359,103a,12079106,2011-06-14,0
2180,7130359,112,11773211,2011-08-16,0
2181,7130359,103a,12079106,2011-12-01,0
2182,5797103,103a,12472521,2011-12-01,0
2183,7818792,103a,10449202,2011-04-13,1
2184,7818792,103a,12046579,2011-10-24,1
2185,7818792,103a,12046579,2011-04-15,0
2186,7876199,102,11786680,2012-07-06,0
2187,7876199,103a,11786680,2012-07-06,0
2188,8050686,102,12688824,2011-12-29,0
2189,8050686,103a,12688806,2011-12-27,0
2190,8050686,103a,12732811,2012-02-14,0
2191,8050686,112,12688805,2012-04-09,0
2192,8050686,103a,12732811,2012-10-22,0
2193,8050686,103a,12732811,2012-07-02,1
2194,5929806,103a,12393734,2011-09-12,0
2195,5768319,103,11612426,2011-03-17,0
2196,7539490,103a,11465172,2011-12-01,0
2199,6588015,102,12591907,2011-01-13,0
2200,6588015,103a,12484777,2011-11-02,0
2201,6588015,103a,09766133,2012-04-16,0
2202,6588015,102b,12805433,2012-10-25,0
2203,6588015,103a,13560485,2013-02-11,0
2204,6588015,103a,12894735,2013-02-11,0
2205,7590092,103a,12700567,2012-10-16,1
2206,7590092,103a,12700567,2012-05-11,0
2207,7801066,103a,12127387,2011-08-05,0
2208,6989235,103a,13103497,2011-09-09,0
2209,6989235,119,13103497,2012-01-13,1
2210,7668141,103a,12704906,2012-09-21,1
2211,7668141,103a,12704906,2012-02-01,0
2213,6850503,102a,11915457,2011-02-14,1
2214,6850503,103a,12747971,2012-08-29,0
2218,6850503,103a,12747971,2013-02-05,1
2223,6496794,103a,12034199,2011-07-25,1
2224,6496794,103a,12034199,2011-03-29,0
2225,6097953,103a,12687673,2011-12-30,0
2226,6097953,103a,11962380,2011-02-02,1
2227,7792670,119a,12838913,2011-03-23,0
2228,7181257,103a,11456504,2011-02-18,0
2232,5744258,102b,12513870,2011-11-09,1
2233,5744258,103a,12513870,2011-11-09,1
2235,5744258,102,12513870,2011-11-09,1
2236,5744258,103,12513870,2011-11-09,1
2237,5744258,102b,12513870,2011-05-25,0
2238,5744258,102b,12513870,2012-07-16,0
2239,5744258,103a,12513870,2012-07-16,0
2240,6574610,103a,11967378,2011-05-27,0
2241,6574610,103a,11967378,2011-12-19,1
2242,6574610,103a,11967378,2012-07-31,0
2243,6504494,103a,10611950,2011-01-13,0
2244,8290486,103a,13167582,2013-07-03,0
2245,6978124,103a,12938119,2011-11-25,0
2246,5822699,103a,12079106,2011-06-14,0
2247,7057607,103a,12147463,2011-03-02,0
2249,7057607,103a,12147463,2011-10-14,1
2251,6850040,102e,11816040,2011-02-04,1
2252,6819256,102b,12327315,2011-01-27,0
2253,5774827,102b,13561327,2012-10-26,0
2254,5774827,103a,13561327,2012-10-26,0
2255,5774827,103a,13046474,2013-03-05,0
2258,7027840,103a,13560863,2012-10-01,0
2259,7327704,102a,12493817,2011-10-31,0
2260,6326770,103a,12817028,2011-04-28,1
2261,6326770,103a,12817028,2012-11-26,0
2262,7048897,103a,12347541,2011-02-16,1
2263,7048897,103a,13107213,2012-08-28,0
2264,5688293,103a,11368057,2011-05-12,1
2267,5688293,103a,11368057,2011-02-03,0
2270,6313732,103a,11860024,2011-02-17,1
2271,6487180,103a,12699836,2011-06-14,0
2272,6487180,103a,12699842,2011-02-08,0
2273,6487180,103a,12699842,2011-08-08,1
2274,5723229,103a,11177577,2011-01-21,1
2277,6208637,103a,12543291,2012-06-08,0
2278,6978474,103a,12486657,2012-02-29,1
2279,8108830,119,12910123,2012-02-15,0
2280,5768527,103a,11969219,2011-03-28,1
2281,5768527,103a,10277604,2011-01-28,1
2282,5768527,103a,11969219,2011-10-07,0
2284,7177819,103a,11960892,2011-06-20,0
2285,7177819,103a,12039544,2011-02-01,0
2286,7778307,103a,12031153,2011-10-24,0
2290,7778307,103a,11877139,2011-03-01,1
2291,7778307,103a,11877139,2011-06-30,0
2292,6859503,103a,11082286,2011-05-13,0
2294,6859503,103a,12363455,2011-09-20,0
2295,6859503,102b,12679954,2012-01-12,0
2296,6970127,103a,12841877,2011-06-24,1
2297,6970127,112,12929408,2011-05-06,0
2298,6970127,119a,10552442,2011-09-21,0
2299,6970127,103a,10552442,2011-09-21,0
2302,6970127,103a,12841877,2011-02-18,0
2303,6970127,103a,10328789,2011-03-01,0
2304,6970127,103a,12841877,2012-02-02,0
2305,6970127,103a,12841877,2012-10-10,1
2306,6970127,103a,13417367,2013-01-17,1
2307,7548747,103a,11545278,2011-01-13,1
2309,7548747,103a,11545278,2011-10-26,1
2311,7548747,103a,11545278,2011-05-10,0
2313,6983370,103a,12195342,2011-02-11,0
2314,6983370,101,12195332,2011-11-04,1
2315,6983370,103a,12195342,2012-07-02,0
2316,6983370,103a,12195332,2012-06-29,0
2317,6529144,103a,10593818,2011-03-17,1
2318,6529144,103a,11492905,2011-08-05,1
2324,6529144,103a,12225835,2012-01-27,0
2325,6529144,103a,12946073,2013-01-03,0
2326,5710766,103a,12179820,2011-12-29,0
2328,5710766,103a,12179820,2012-03-22,1
2330,6873614,103a,11454762,2011-01-25,1
2331,6217623,103a,13348080,2012-12-27,1
2332,6217623,103a,13348080,2012-08-20,0
2333,6217623,103a,13348080,2014-03-14,0
2334,7218943,103a,12170295,2012-06-21,0
2335,7242956,103a,12539285,2011-03-03,0
2336,5826188,119a,11770063,2011-08-03,0
2337,5826188,103a,11770063,2011-08-03,0
2339,5826188,103a,11579498,2011-03-24,1
2340,5826188,103a,12567467,2011-08-12,1
2342,5826188,103a,12567467,2011-03-11,0
2344,5826188,103a,12729202,2012-08-24,1
2345,5826188,119,11770063,2012-01-06,0
2346,5826188,103a,12729202,2012-03-19,0
2347,5896575,103a,10531667,2011-03-25,0
2348,5896575,103a,11925767,2011-05-25,0
2349,5896575,103a,12132196,2011-08-18,0
2350,7242932,103a,12376414,2011-11-17,0
2351,7242932,103a,10780146,2011-05-23,1
2353,6369753,103a,13018818,2013-02-28,0
2354,6570922,102e,11616681,2011-02-18,0
2355,6570922,103a,11616681,2011-02-18,0
2356,6570922,103a,12266268,2011-12-08,0
2359,6570922,103a,12266268,2012-12-12,1
2362,6570922,103a,12266268,2012-07-18,0
2367,6570922,103a,12266268,2014-11-05,1
2370,6570922,103a,12266268,2014-05-06,0
2376,7450975,103,10594566,2011-03-10,1
2377,6157669,103a,11953158,2012-03-26,0
2379,6990081,103a,10157688,2011-01-21,0
2380,6690723,103a,10815335,2011-01-20,1
2386,7281066,102b,12054988,2011-08-03,1
2387,7281066,102,12054988,2011-02-03,0
2388,7310379,103a,12032454,2011-07-05,1
2390,7310379,101,12166883,2011-05-11,0
2391,7310379,103a,12032454,2011-02-01,0
2393,7831267,103a,13019327,2012-11-08,0
2394,8312142,103a,13427553,2013-02-05,0
2395,7095707,103a,11917719,2011-02-22,0
2396,7088988,102e,13200487,2012-03-21,0
2397,7088988,103a,12705075,2012-09-13,0
2398,7925293,119a,13036793,2011-05-16,0
2399,7251820,102e,12431891,2011-04-08,0
2400,7251820,103a,12431891,2011-04-08,0
2402,6660423,103a,12090624,2011-08-29,1
2407,6660423,102b,12090624,2011-05-11,1
2408,6660423,103a,12090624,2011-05-11,1
2413,7693110,119a,12723383,2011-05-16,0
2414,6934568,103a,11922920,2011-08-17,0
2415,6980816,103a,12121571,2011-06-24,0
2416,7706443,103a,12135430,2011-10-11,0
2417,6980596,103a,11967227,2011-12-05,1
2418,6980596,103a,11967227,2012-04-27,0
2419,6980596,102e,12801289,2012-06-15,0
2420,7702289,103a,11944624,2011-03-24,1
2421,7702289,103a,13336263,2012-04-25,0
2422,7702289,103a,13336263,2012-12-04,1
2423,5982445,102b,12347722,2011-01-25,0
2424,5982445,119,12360358,2011-10-11,0
2425,5982445,102e,13419380,2012-04-20,0
2426,5982445,103a,13443787,2012-09-13,0
2427,5982445,102,13419380,2012-09-26,1
2428,5982445,103a,13193233,2013-01-31,0
2429,6757548,103a,11637746,2011-06-22,1
2430,6757548,103a,11637746,2011-01-20,0
2431,7603092,102b,12127489,2011-02-15,0
2432,7551931,103a,11621442,2011-01-11,1
2433,7551931,119,11419640,2012-05-18,1
2434,6636751,103a,12649164,2011-01-27,0
2435,6606359,103a,10977000,2011-10-11,0
2436,6996779,101,12462293,2011-05-06,0
2437,6665549,103a,11232912,2011-06-24,0
2438,6665549,103a,11232912,2011-01-13,0
2440,6665549,103a,11232912,2012-02-24,1
2441,6665549,103a,11232912,2013-08-20,0
2442,6069886,103a,11207467,2011-12-19,1
2443,6069886,103a,11207467,2011-05-26,0
2444,6069886,103a,11207467,2012-04-13,0
2446,7974536,103a,12935622,2012-10-15,0
2447,5949795,103a,12712364,2013-01-18,0
2448,7529379,103a,12067305,2011-11-10,1
2449,7529379,103a,12067305,2011-01-28,0
2450,7529379,103a,12067305,2011-06-15,0
2451,7342939,102e,11858860,2011-02-23,1
2452,5974184,103a,13019090,2011-06-08,0
2453,6078793,103a,11860819,2011-04-01,0
2454,6701160,103a,11357164,2012-01-30,0
2456,6563868,103a,11871224,2011-07-27,0
2458,6563868,103a,12062550,2011-07-27,0
2460,6563868,103a,11871189,2011-07-21,0
2462,6563868,103a,11871174,2011-07-21,0
2463,6563868,103a,11871208,2011-07-21,0
2464,6563868,c 103a,11871208,2011-07-21,0
2465,6563868,102b,11871208,2011-07-21,0
2467,6563868,103a,11777337,2011-02-02,0
2471,6563868,103a,11871180,2011-07-21,0
2472,7853857,120,12952305,2011-01-28,0
2473,7853857,119,13310817,2012-02-08,0
2474,7853857,120,13310817,2012-02-08,0
2475,6308079,103a,12699205,2011-02-22,0
2476,6308079,103a,12699205,2011-07-20,1
2477,6259744,103a,12196385,2011-12-14,1
2478,6259744,102b,11843100,2011-07-20,0
2479,6259744,103a,11843100,2011-07-20,0
2482,6259744,103a,12196385,2011-05-26,0
2483,6259744,103a,12196385,2012-09-28,0
2484,6952574,102b,12915215,2011-01-18,0
2485,6956893,103a,12707507,2011-09-29,0
2488,6724825,103a,12474352,2011-01-31,0
2490,6724825,103a,11444452,2011-03-11,0
2491,6724825,103a,11444452,2011-09-02,1
2492,5952942,103a,12938385,2012-12-06,0
2493,5952942,103a,13541584,2012-07-24,0
2494,6091962,103a,12056905,2011-10-19,1
2495,7243366,103a,10533583,2012-05-24,0
2496,7243366,103a,10533583,2012-12-20,1
2497,6308294,103a,11661006,2011-01-07,1
2498,6308294,103a,11851147,2011-06-02,0
2500,7380022,103a,11262611,2011-08-17,0
2501,6904023,103a,10980044,2011-03-24,1
2506,6385179,103a,11986919,2011-01-20,0
2508,6385179,103a,11986919,2011-05-24,1
2510,6385179,103,11490009,2012-01-18,1
2511,6385179,103a,11490009,2012-01-18,1
2512,6670897,103a,12346265,2011-06-21,0
2515,6670897,102b,11888272,2011-08-17,0
2516,6670897,102b,11888272,2012-02-09,0
2517,7983143,119a,13052777,2013-04-12,0
2518,6810525,103a,11960496,2011-04-26,0
2519,6810525,103a,11960496,2011-10-17,0
2520,6810525,103a,11960496,2012-03-28,1
2521,6810525,103a,11960496,2012-06-20,0
2522,6801159,103a,12451634,2011-10-20,1
2524,6801159,102b,12558862,2011-01-28,0
2525,6801159,103a,12558862,2011-01-28,0
2526,6801159,103a,12939663,2012-10-10,0
2527,7212111,102e,12162714,2011-03-30,0
2528,7212111,103a,12162714,2011-03-30,0
2532,7212111,103a,12162714,2011-12-16,1
2534,8175530,103a,13054679,2013-05-24,0
2535,7920795,119,12138977,2011-09-16,0
2536,7746836,102e,12211607,2011-04-05,0
2537,7746836,103a,12211607,2011-04-05,0
2539,7746836,103a,12426429,2011-07-29,0
2540,7746836,102e,12426429,2011-02-22,0
2541,7746836,103a,12426429,2012-11-28,0
2542,7746836,103a,12426429,2012-01-17,0
2543,6882971,103a,11735674,2011-04-05,1
2544,6807529,103a,10870517,2011-04-25,0
2545,6807529,103a,11734445,2011-03-31,1
2546,6807529,103a,11130203,2011-09-22,0
2548,5940799,103a,12101482,2011-01-19,0
2549,5940799,103a,13227219,2012-07-30,1
2550,5940799,103a,13227219,2012-03-26,0
2551,8090342,102,13503717,2012-11-21,0
2552,8090342,103,13503717,2012-11-21,0
2556,6757544,103a,13341572,2012-08-23,1
2557,6757544,102e,13341572,2012-02-28,0
2558,7551372,102,12630009,2011-04-05,0
2559,7302468,103a,11892137,2011-03-04,0
2560,6735435,103a,11279836,2011-03-16,0
2561,7006616,103a,11946574,2011-09-02,0
2562,7006616,103a,11831892,2011-07-20,1
2563,7006616,102b,11864146,2011-11-17,0
2564,7006616,103a,12540227,2011-03-23,0
2565,7006616,102b,12029439,2012-07-05,1
2566,7006616,103,12029439,2012-07-05,1
2567,7006616,103a,11946574,2012-01-09,0
2568,7006616,103a,12029439,2012-02-23,0
2570,8204036,102e,13024124,2012-11-15,0
2571,6836806,103a,11639855,2011-06-23,0
2572,6836806,103a,11639855,2012-01-09,1
2573,6615036,103a,11781962,2011-01-31,0
2574,6615036,103,11781962,2011-10-19,1
2575,8537724,102e,12855331,2013-12-06,1
2576,8537724,103a,12855331,2013-12-06,1
2577,8537724,119,12855331,2014-04-25,0
2578,7310809,103a,11337038,2011-06-01,0
2579,6829502,102b,11845583,2011-08-03,0
2580,6829502,103a,11845583,2011-08-03,0
2581,6633839,103,11970537,2011-09-08,0
2582,6633839,103,11832957,2011-10-04,1
2583,6633839,119a,11832957,2011-05-31,0
2584,6633839,102b,11832957,2011-05-31,0
2585,6434159,103a,13524783,2012-09-13,0
2586,5904740,103a,11647415,2011-02-18,0
2587,5904740,103a,11647415,2011-06-09,1
2589,5904740,103a,11647415,2011-11-28,0
2590,5956626,103,12367078,2011-06-14,0
2591,5956626,103a,12367078,2011-06-14,0
2592,5799256,103a,12156572,2011-03-23,0
2593,5799256,103a,11771235,2011-09-14,1
2595,5799256,103a,11618140,2011-01-04,1
2596,6934275,103a,12665371,2012-05-25,0
2597,6967576,103a,12719483,2012-08-08,0
2598,5757229,102,12603419,2011-01-24,0
2599,5757229,103a,13123944,2012-04-19,0
2600,6931251,102e,14070086,2014-08-29,0
2601,6327300,103a,11480705,2011-04-13,0
2602,5612956,103,12564322,2011-12-07,1
2603,5612956,103a,12564322,2011-07-20,0
2604,5612956,103a,12830721,2012-08-20,0
2605,5612956,103a,12830721,2012-12-11,1
2607,6980561,103a,11856735,2011-09-07,0
2608,6980561,103a,11856735,2011-01-06,1
2609,6980561,103a,11856735,2012-01-17,1
2610,6275611,103,10492169,2011-09-07,1
2611,6275611,103a,10492169,2011-04-28,0
2612,6138032,103a,12050584,2011-01-18,0
2614,7962181,103a,13251657,2012-11-06,1
2616,7962181,103a,13251657,2012-06-07,0
2619,6311306,103,12419559,2011-11-10,1
2620,6311306,103a,11663552,2011-09-28,0
2621,6311306,103a,10581667,2011-03-14,1
2622,6311306,103a,10581667,2011-12-13,0
2623,6311306,103a,12419559,2011-03-18,0
2624,6311306,103,11663552,2012-04-10,1
2625,6311306,119,13845973,2013-08-30,0
2626,7848438,103a,12425486,2011-09-26,0
2627,7848438,102e,11971872,2014-03-20,0
2628,7848438,103a,11971872,2014-03-20,0
2631,7072688,103a,11859614,2011-05-13,0
2632,7024216,103a,13182367,2011-10-17,0
2633,7024216,103a,13182367,2012-07-05,0
2634,7822973,103a,13227549,2012-06-04,0
2635,7822973,103a,13224030,2012-02-02,0
2639,7822973,103a,13224020,2012-01-20,0
2640,7106874,103a,12938456,2011-06-10,0
2641,7106874,102e,11634831,2011-08-16,0
2642,7106874,103a,12938456,2011-02-15,0
2643,7106874,103a,13562527,2012-09-14,0
2644,6940407,102b,12360153,2011-01-25,0
2645,6940407,103a,12360153,2011-01-25,0
2647,6940407,103a,13240573,2012-02-03,0
2648,6940407,103a,13240573,2012-05-23,1
2649,6940407,103c,12186575,2012-03-23,0
2650,6940407,103a,12186575,2012-03-23,0
2651,8253624,103a,13052946,2013-02-25,0
2652,6992580,103a,12384430,2011-06-10,0
2653,6992580,103a,13303054,2012-06-12,0
2654,6992580,102,13005683,2012-05-29,0
2655,6992580,103a,13005683,2012-11-28,1
2656,6992580,102,13014350,2012-12-06,0
2657,6992580,102,13409220,2012-05-25,0
2658,6992580,102,13409220,2012-10-25,1
2659,6992580,103a,13409220,2012-10-25,1
2660,6992580,103a,13433861,2012-10-30,1
2661,6560215,103a,12192361,2011-08-25,0
2662,6885242,103a,12430753,2011-01-06,0
2663,6678523,103a,11355700,2011-03-16,1
2664,6678523,103a,12064578,2011-09-02,1
2665,6678523,103a,10945355,2011-03-23,0
2666,6678523,119a,13236133,2012-12-18,0
2667,6678523,103,12323864,2012-05-09,0
2668,6678523,103,12323864,2012-09-12,1
2669,7107018,112,11849133,2011-06-09,0
2670,7039048,103a,11728378,2011-04-11,1
2671,7039048,103a,11726137,2011-09-30,1
2672,7039048,103a,11726137,2011-01-03,0
2673,7039048,103a,11967421,2011-05-23,1
2674,7046988,103a,11776845,2011-08-16,0
2675,6378073,103a,12154788,2011-01-11,0
2676,6940861,103,12100498,2011-09-14,1
2677,6940861,103a,12100498,2011-09-14,1
2678,5751378,103a,12553069,2012-04-25,0
2679,5751378,103,12553069,2012-04-25,0
2680,7313811,103a,12098044,2011-12-16,1
2682,7313811,103a,12098044,2011-05-25,0
2684,7313811,103a,10201537,2012-10-15,1
2685,7313811,103a,12098044,2012-05-25,0
