app_number,patent_number,blocked_app,blocking_type,patent_pub_year,blocking_month
"10/365,378",6989235,13103497,119,2006,13
"11/141,922",7668141,12704906,103a,2010,21
"11/141,922",7668141,12704906,103a,2010,14
"11/141,922",7668141,12704906,103a,2010,14
"10/212,922",6850503,11915457,102a,2005,2
"10/212,922",6850503,12747971,103a,2005,20
"10/212,922",6850503,12747971,103a,2005,20
"10/212,922",6850503,12747971,103a,2005,20
"10/212,922",6850503,12747971,103a,2005,20
"10/212,922",6850503,12747971,103a,2005,26
"10/212,922",6850503,12747971,103a,2005,26
"10/212,922",6850503,12747971,103a,2005,26
"10/212,922",6850503,12747971,103a,2005,26
"10/212,922",6850503,12747971,103a,2005,26
"09/447,315",6496794,12034199,103a,2002,7
"09/447,315",6496794,12034199,103a,2002,3
"09/219,334",6097953,12687673,103a,2000,12
"09/219,334",6097953,11962380,103a,2000,2
"10/964,861",7792670,12838913,119a,2010,3
"11/024,311",7181257,11456504,103a,2007,2
"11/024,311",7181257,11456504,103a,2007,2
"11/024,311",7181257,11456504,103a,2007,2
"11/024,311",7181257,11456504,103a,2007,2
"08/774,048",5744258,12513870,102b,1998,11
"08/774,048",5744258,12513870,103a,1998,11
"08/774,048",5744258,12513870,103a,1998,11
"08/774,048",5744258,12513870,102,1998,11
"08/774,048",5744258,12513870,103,1998,11
"08/774,048",5744258,12513870,102b,1998,5
"08/774,048",5744258,12513870,102b,1998,19
"08/774,048",5744258,12513870,103a,1998,19
"09/420,127",6574610,11967378,103a,2003,5
"09/420,127",6574610,11967378,103a,2003,12
"09/420,127",6574610,11967378,103a,2003,19
"09/993,803",6504494,10611950,103a,2003,1
"12/679,400",8290486,13167582,103a,2012,31
"10/316,692",6978124,12938119,103a,2005,11
"08/926,248",5822699,12079106,103a,1998,6
"10/609,998",7057607,12147463,103a,2006,3
"10/609,998",7057607,12147463,103a,2006,3
"10/609,998",7057607,12147463,103a,2006,10
"10/609,998",7057607,12147463,103a,2006,10
"10/463,893",6850040,11816040,102e,2005,2
"10/328,533",6819256,12327315,102b,2004,1
"08/627,307",5774827,13561327,102b,1998,22
"08/627,307",5774827,13561327,103a,1998,22
"08/627,307",5774827,13046474,103a,1998,27
"08/627,307",5774827,13046474,103a,1998,27
"08/627,307",5774827,13046474,103a,1998,27
"10/665,024",7027840,13560863,103a,2006,22
"10/115,308",7327704,12493817,102a,2008,10
"09/655,141",6326770,12817028,103a,2001,4
"09/655,141",6326770,12817028,103a,2001,23
"09/649,528",7048897,12347541,103a,2006,2
"09/649,528",7048897,13107213,103a,2006,20
"08/647,548",5688293,11368057,103a,1997,5
"08/647,548",5688293,11368057,103a,1997,5
"08/647,548",5688293,11368057,103a,1997,5
"08/647,548",5688293,11368057,103a,1997,2
"08/647,548",5688293,11368057,103a,1997,2
"08/647,548",5688293,11368057,103a,1997,2
"09/156,711",6313732,11860024,103a,2001,2
"09/432,942",6487180,12699836,103a,2002,6
"09/432,942",6487180,12699842,103a,2002,2
"09/432,942",6487180,12699842,103a,2002,8
"08/676,790",5723229,11177577,103a,1998,1
"08/676,790",5723229,11177577,103a,1998,1
"08/676,790",5723229,11177577,103a,1998,1
"09/231,665",6208637,12543291,103a,2001,18
"09/525,412",6978474,12486657,103a,2005,14
"10/788,490",8108830,12910123,119,2012,14
"08/636,417",5768527,11969219,103a,1998,3
"08/636,417",5768527,10277604,103a,1998,1
"08/636,417",5768527,11969219,103a,1998,10
"08/636,417",5768527,11969219,103a,1998,10
"10/658,046",7177819,11960892,103a,2007,6
"10/658,046",7177819,12039544,103a,2007,2
"11/538,771",7778307,12031153,103a,2010,10
"11/538,771",7778307,12031153,103a,2010,10
"11/538,771",7778307,12031153,103a,2010,10
"11/538,771",7778307,12031153,103a,2010,10
"11/538,771",7778307,11877139,103a,2010,3
"11/538,771",7778307,11877139,103a,2010,6
"10/113,699",6859503,11082286,103a,2005,5
"10/113,699",6859503,11082286,103a,2005,5
"10/113,699",6859503,12363455,103a,2005,9
"10/113,699",6859503,12679954,102b,2005,13
"09/898,642",6970127,12841877,103a,2005,6
"09/898,642",6970127,12929408,112,2005,5
"09/898,642",6970127,10552442,119a,2005,9
"09/898,642",6970127,10552442,103a,2005,9
"09/898,642",6970127,10552442,103a,2005,9
"09/898,642",6970127,10552442,103a,2005,9
"09/898,642",6970127,12841877,103a,2005,2
"09/898,642",6970127,10328789,103a,2005,3
"09/898,642",6970127,12841877,103a,2005,14
"09/898,642",6970127,12841877,103a,2005,22
"09/898,642",6970127,13417367,103a,2005,25
"11/082,655",7548747,11545278,103a,2009,1
"11/082,655",7548747,11545278,103a,2009,1
"11/082,655",7548747,11545278,103a,2009,10
"11/082,655",7548747,11545278,103a,2009,10
"11/082,655",7548747,11545278,103a,2009,5
"11/082,655",7548747,11545278,103a,2009,5
"09/995,338",6983370,12195342,103a,2006,2
"09/995,338",6983370,12195332,101,2006,11
"09/995,338",6983370,12195342,103a,2006,19
"09/995,338",6983370,12195332,103a,2006,18
"09/667,341",6529144,10593818,103a,2003,3
"09/667,341",6529144,11492905,103a,2003,8
"09/667,341",6529144,11492905,103a,2003,8
"09/667,341",6529144,11492905,103a,2003,8
"09/667,341",6529144,11492905,103a,2003,8
"09/667,341",6529144,11492905,103a,2003,8
"09/667,341",6529144,11492905,103a,2003,8
"09/667,341",6529144,12225835,103a,2003,13
"09/667,341",6529144,12946073,103a,2003,25
"08/578,792",5710766,12179820,103a,1998,12
"08/578,792",5710766,12179820,103a,1998,12
"08/578,792",5710766,12179820,103a,1998,15
"08/578,792",5710766,12179820,103a,1998,15
"10/326,353",6873614,11454762,103a,2005,1
"08/963,499",6217623,13348080,103a,2001,24
"08/963,499",6217623,13348080,103a,2001,20
"08/963,499",6217623,13348080,103a,2001,39
"11/008,921",7218943,12170295,103a,2007,18
"11/017,481",7242956,12539285,103a,2007,3
"08/568,928",5826188,11770063,119a,1998,8
"08/568,928",5826188,11770063,103a,1998,8
"08/568,928",5826188,11770063,103a,1998,8
"08/568,928",5826188,11579498,103a,1998,3
"08/568,928",5826188,12567467,103a,1998,8
"08/568,928",5826188,12567467,103a,1998,8
"08/568,928",5826188,12567467,103a,1998,3
"08/568,928",5826188,12567467,103a,1998,3
"08/568,928",5826188,12729202,103a,1998,20
"08/568,928",5826188,11770063,119,1998,13
"08/568,928",5826188,12729202,103a,1998,15
"08/808,332",5896575,10531667,103a,1999,3
"08/808,332",5896575,11925767,103a,1999,5
"08/808,332",5896575,12132196,103a,1999,8
"10/258,723",7242932,12376414,103a,2007,11
"10/258,723",7242932,10780146,103a,2007,5
"10/258,723",7242932,10780146,103a,2007,5
"09/644,033",6369753,13018818,103a,2002,26
"09/198,867",6570922,11616681,102e,2003,2
"09/198,867",6570922,11616681,103a,2003,2
"09/198,867",6570922,12266268,103a,2003,12
"09/198,867",6570922,12266268,103a,2003,12
"09/198,867",6570922,12266268,103a,2003,12
"09/198,867",6570922,12266268,103a,2003,24
"09/198,867",6570922,12266268,103a,2003,24
"09/198,867",6570922,12266268,103a,2003,24
"09/198,867",6570922,12266268,103a,2003,19
"09/198,867",6570922,12266268,103a,2003,19
"09/198,867",6570922,12266268,103a,2003,19
"09/198,867",6570922,12266268,103a,2003,19
"09/198,867",6570922,12266268,103a,2003,19
"09/198,867",6570922,12266268,103a,2003,47
"09/198,867",6570922,12266268,103a,2003,47
"09/198,867",6570922,12266268,103a,2003,47
"09/198,867",6570922,12266268,103a,2003,41
"09/198,867",6570922,12266268,103a,2003,41
"09/198,867",6570922,12266268,103a,2003,41
"09/198,867",6570922,12266268,103a,2003,41
"09/198,867",6570922,12266268,103a,2003,41
"09/198,867",6570922,12266268,103a,2003,41
"11/236,990",7450975,10594566,103,2008,3
"08/321,382",6157669,11953158,103a,2000,15
"08/321,382",6157669,11953158,103a,2000,15
"09/819,020",6990081,10157688,103a,2006,1
"09/507,851",6690723,10815335,103a,2004,1
"09/507,851",6690723,10815335,103a,2004,1
"09/507,851",6690723,10815335,103a,2004,1
"09/507,851",6690723,10815335,103a,2004,1
"09/507,851",6690723,10815335,103a,2004,1
"09/507,851",6690723,10815335,103a,2004,1
"11/221,265",7281066,12054988,102b,2007,8
"11/221,265",7281066,12054988,102,2007,2
"10/631,430",7310379,12032454,103a,2007,7
"10/631,430",7310379,12032454,103a,2007,7
"10/631,430",7310379,12166883,101,2007,5
"10/631,430",7310379,12032454,103a,2007,2
"10/631,430",7310379,12032454,103a,2007,2
"12/639,575",7831267,13019327,103a,2010,23
"11/068,055",8312142,13427553,103a,2012,26
"09/759,842",7095707,11917719,103a,2006,2
"10/292,786",7088988,13200487,102e,2006,15
"10/292,786",7088988,12705075,103a,2006,21
"11/537,118",7925293,13036793,119a,2011,5
"09/440,260",7251820,12431891,102e,2007,4
"09/440,260",7251820,12431891,103a,2007,4
"09/440,260",7251820,12431891,103a,2007,4
"09/738,131",6660423,12090624,103a,2003,8
"09/738,131",6660423,12090624,103a,2003,8
"09/738,131",6660423,12090624,103a,2003,8
"09/738,131",6660423,12090624,103a,2003,8
"09/738,131",6660423,12090624,103a,2003,8
"09/738,131",6660423,12090624,102b,2003,5
"09/738,131",6660423,12090624,103a,2003,5
"09/738,131",6660423,12090624,103a,2003,5
"09/738,131",6660423,12090624,103a,2003,5
"09/738,131",6660423,12090624,103a,2003,5
"09/738,131",6660423,12090624,103a,2003,5
"11/193,207",7693110,12723383,119a,2010,5
"10/093,768",6934568,11922920,103a,2005,8
"10/304,650",6980816,12121571,103a,2005,6
"11/078,937",7706443,12135430,103a,2010,10
"10/301,290",6980596,11967227,103a,2005,12
"10/301,290",6980596,11967227,103a,2005,16
"10/301,290",6980596,12801289,102e,2005,18
"11/458,454",7702289,11944624,103a,2010,3
"11/458,454",7702289,13336263,103a,2010,16
"11/458,454",7702289,13336263,103a,2010,24
"08/734,681",5982445,12347722,102b,1999,1
"08/734,681",5982445,12360358,119,1999,10
"08/734,681",5982445,13419380,102e,1999,16
"08/734,681",5982445,13443787,103a,1999,21
"08/734,681",5982445,13419380,102,1999,21
"08/734,681",5982445,13193233,103a,1999,25
"09/144,414",6757548,11637746,103a,2004,6
"09/144,414",6757548,11637746,103a,2004,1
"11/455,373",7603092,12127489,102b,2009,2
"09/769,122",7551931,11621442,103a,2009,1
"09/769,122",7551931,11419640,119,2009,17
"09/721,825",6636751,12649164,103a,2003,1
"09/626,466",6606359,10977000,103a,2003,10
"10/125,699",6996779,12462293,101,2006,5
"09/591,648",6665549,11232912,103a,2003,6
"09/591,648",6665549,11232912,103a,2003,1
"09/591,648",6665549,11232912,103a,2003,1
"09/591,648",6665549,11232912,103a,2003,14
"09/591,648",6665549,11232912,103a,2003,32
"08/995,625",6069886,11207467,103a,2000,12
"08/995,625",6069886,11207467,103a,2000,5
"08/995,625",6069886,11207467,103a,2000,16
"08/995,625",6069886,11207467,103a,2000,16
"11/851,086",7974536,12935622,103a,2011,22
"08/800,877",5949795,12712364,103a,1999,25
"11/028,873",7529379,12067305,103a,2009,11
"11/028,873",7529379,12067305,103a,2009,1
"11/028,873",7529379,12067305,103a,2009,6
"11/016,181",7342939,11858860,102e,2008,2
"08/957,511",5974184,13019090,103a,1999,6
"08/965,301",6078793,11860819,103a,2000,4
"09/575,272",6701160,11357164,103a,2004,13
"09/575,272",6701160,11357164,103a,2004,13
"09/182,576",6563868,11871224,103a,2003,7
"09/182,576",6563868,11871224,103a,2003,7
"09/182,576",6563868,12062550,103a,2003,7
"09/182,576",6563868,12062550,103a,2003,7
"09/182,576",6563868,11871189,103a,2003,7
"09/182,576",6563868,11871189,103a,2003,7
"09/182,576",6563868,11871174,103a,2003,7
"09/182,576",6563868,11871208,103a,2003,7
"09/182,576",6563868,11871208,c 103a,2003,7
"09/182,576",6563868,11871208,102b,2003,7
"09/182,576",6563868,11871208,103a,2003,7
"09/182,576",6563868,11777337,103a,2003,2
"09/182,576",6563868,11777337,103a,2003,2
"09/182,576",6563868,11777337,103a,2003,2
"09/182,576",6563868,11777337,103a,2003,2
"09/182,576",6563868,11871180,103a,2003,7
"11/855,637",7853857,12952305,120,2010,1
"11/855,637",7853857,13310817,119,2010,14
"11/855,637",7853857,13310817,120,2010,14
"09/534,384",6308079,12699205,103a,2001,2
"09/534,384",6308079,12699205,103a,2001,7
"09/583,380",6259744,12196385,103a,2001,12
"09/583,380",6259744,11843100,102b,2001,7
"09/583,380",6259744,11843100,103a,2001,7
"09/583,380",6259744,11843100,103a,2001,7
"09/583,380",6259744,11843100,103a,2001,7
"09/583,380",6259744,12196385,103a,2001,5
"09/583,380",6259744,12196385,103a,2001,21
"10/376,999",6952574,12915215,102b,2005,1
"09/933,365",6956893,12707507,103a,2005,9
"09/933,365",6956893,12707507,103a,2005,9
"09/933,365",6956893,12707507,103a,2005,9
"09/667,734",6724825,12474352,103a,2004,1
"09/667,734",6724825,12474352,103a,2004,1
"09/667,734",6724825,11444452,103a,2004,3
"09/667,734",6724825,11444452,103a,2004,9
"08/754,453",5952942,12938385,103a,1999,24
"08/754,453",5952942,13541584,103a,1999,19
"09/016,168",6091962,12056905,103a,2000,10
"10/092,347",7243366,10533583,103a,2007,17
"10/092,347",7243366,10533583,103a,2007,24
"09/603,426",6308294,11661006,103a,2001,1
"09/603,426",6308294,11851147,103a,2001,6
"09/603,426",6308294,11851147,103a,2001,6
"10/034,890",7380022,11262611,103a,2008,8
"10/402,433",6904023,10980044,103a,2005,3
"10/402,433",6904023,10980044,103a,2005,3
"10/402,433",6904023,10980044,103a,2005,3
"10/402,433",6904023,10980044,103a,2005,3
"10/402,433",6904023,10980044,103a,2005,3
"09/448,906",6385179,11986919,103a,2002,1
"09/448,906",6385179,11986919,103a,2002,1
"09/448,906",6385179,11986919,103a,2002,5
"09/448,906",6385179,11986919,103a,2002,5
"09/448,906",6385179,11490009,103,2002,13
"09/448,906",6385179,11490009,103a,2002,13
"10/264,185",6670897,12346265,103a,2003,6
"10/264,185",6670897,12346265,103a,2003,6
"10/264,185",6670897,12346265,103a,2003,6
"10/264,185",6670897,11888272,102b,2003,8
"10/264,185",6670897,11888272,102b,2003,14
"11/351,306",7983143,13052777,119a,2011,28
"09/631,328",6810525,11960496,103a,2004,4
"09/631,328",6810525,11960496,103a,2004,10
"09/631,328",6810525,11960496,103a,2004,15
"09/631,328",6810525,11960496,103a,2004,18
"10/100,640",6801159,12451634,103a,2004,10
"10/100,640",6801159,12451634,103a,2004,10
"10/100,640",6801159,12558862,102b,2004,1
"10/100,640",6801159,12558862,103a,2004,1
"10/100,640",6801159,12939663,103a,2004,22
"10/748,881",7212111,12162714,102e,2007,3
"10/748,881",7212111,12162714,103a,2007,3
"10/748,881",7212111,12162714,103a,2007,3
"10/748,881",7212111,12162714,103a,2007,3
"10/748,881",7212111,12162714,103a,2007,3
"10/748,881",7212111,12162714,103a,2007,12
"10/748,881",7212111,12162714,103a,2007,12
"12/137,839",8175530,13054679,103a,2012,29
"11/697,071",7920795,12138977,119,2011,9
"11/581,628",7746836,12211607,102e,2010,4
"11/581,628",7746836,12211607,103a,2010,4
"11/581,628",7746836,12211607,103a,2010,4
"11/581,628",7746836,12426429,103a,2010,7
"11/581,628",7746836,12426429,102e,2010,2
"11/581,628",7746836,12426429,103a,2010,23
"11/581,628",7746836,12426429,103a,2010,13
"10/197,783",6882971,11735674,103a,2005,4
"10/085,990",6807529,10870517,103a,2004,4
"10/085,990",6807529,11734445,103a,2004,3
"10/085,990",6807529,11130203,103a,2004,9
"10/085,990",6807529,11130203,103a,2004,9
"08/929,608",5940799,12101482,103a,1999,1
"08/929,608",5940799,13227219,103a,1999,19
"08/929,608",5940799,13227219,103a,1999,15
"12/540,393",8090342,13503717,102,2012,23
"12/540,393",8090342,13503717,103,2012,23
"12/540,393",8090342,13503717,103,2012,23
"12/540,393",8090342,13503717,103,2012,23
"12/540,393",8090342,13503717,103,2012,23
"09/930,049",6757544,13341572,103a,2004,20
"09/930,049",6757544,13341572,102e,2004,14
"11/874,210",7551372,12630009,102,2009,4
"10/980,111",7302468,11892137,103a,2007,3
"09/821,975",6735435,11279836,103a,2004,3
"09/571,577",7006616,11946574,103a,2006,9
"09/571,577",7006616,11831892,103a,2006,7
"09/571,577",7006616,11864146,102b,2006,11
"09/571,577",7006616,12540227,103a,2006,3
"09/571,577",7006616,12029439,102b,2006,19
"09/571,577",7006616,12029439,103,2006,19
"09/571,577",7006616,11946574,103a,2006,13
"09/571,577",7006616,12029439,103a,2006,14
"09/571,577",7006616,12029439,103a,2006,14
"11/680,067",8204036,13024124,102e,2012,23
"09/664,179",6836806,11639855,103a,2004,6
"09/664,179",6836806,11639855,103a,2004,13
"09/597,609",6615036,11781962,103a,2003,1
"09/597,609",6615036,11781962,103,2003,10
"12/405,952",8537724,12855331,102e,2013,36
"12/405,952",8537724,12855331,103a,2013,36
"12/405,952",8537724,12855331,119,2013,40
"09/802,421",7310809,11337038,103a,2007,6
"10/158,451",6829502,11845583,102b,2004,8
"10/158,451",6829502,11845583,103a,2004,8
"09/775,951",6633839,11970537,103,2003,9
"09/775,951",6633839,11832957,103,2003,10
"09/775,951",6633839,11832957,119a,2003,5
"09/775,951",6633839,11832957,102b,2003,5
"09/443,855",6434159,13524783,103a,2002,21
"08/868,329",5904740,11647415,103a,1999,2
"08/868,329",5904740,11647415,103a,1999,6
"08/868,329",5904740,11647415,103a,1999,6
"08/868,329",5904740,11647415,103a,1999,11
"08/656,823",5956626,12367078,103,1999,6
"08/656,823",5956626,12367078,103a,1999,6
"08/678,432",5799256,12156572,103a,1998,3
"08/678,432",5799256,11771235,103a,1998,9
"08/678,432",5799256,11771235,103a,1998,9
"08/678,432",5799256,11618140,103a,1998,1
"09/703,775",6934275,12665371,103a,2005,17
"10/603,715",6967576,12719483,103a,2005,20
"08/672,710",5757229,12603419,102,1998,1
"08/672,710",5757229,13123944,103a,1998,16
"10/310,329",6931251,14070086,102e,2005,44
"09/425,923",6327300,11480705,103a,2001,4
"08/573,227",5612956,12564322,103,1997,12
"08/573,227",5612956,12564322,103a,1997,7
"08/573,227",5612956,12830721,103a,1997,20
"08/573,227",5612956,12830721,103a,1997,24
"08/573,227",5612956,12830721,103a,1997,24
"09/716,154",6980561,11856735,103a,2005,9
"09/716,154",6980561,11856735,103a,2005,1
"09/716,154",6980561,11856735,103a,2005,13
"08/732,957",6275611,10492169,103,2001,9
"08/732,957",6275611,10492169,103a,2001,4
"08/864,518",6138032,12050584,103a,2000,1
"08/864,518",6138032,12050584,103a,2000,1
"12/489,782",7962181,13251657,103a,2011,23
"12/489,782",7962181,13251657,103a,2011,23
"12/489,782",7962181,13251657,103a,2011,18
"12/489,782",7962181,13251657,103a,2011,18
"12/489,782",7962181,13251657,103a,2011,18
"09/300,419",6311306,12419559,103,2001,11
"09/300,419",6311306,11663552,103a,2001,9
"09/300,419",6311306,10581667,103a,2001,3
"09/300,419",6311306,10581667,103a,2001,12
"09/300,419",6311306,12419559,103a,2001,3
"09/300,419",6311306,11663552,103,2001,16
"09/300,419",6311306,13845973,119,2001,32
"11/672,275",7848438,12425486,103a,2010,9
"11/672,275",7848438,11971872,102e,2010,39
"11/672,275",7848438,11971872,103a,2010,39
"11/672,275",7848438,11971872,103a,2010,39
"11/672,275",7848438,11971872,103a,2010,39
"10/424,384",7072688,11859614,103a,2006,5
"09/886,642",7024216,13182367,103a,2006,10
"09/886,642",7024216,13182367,103a,2006,19
"11/617,358",7822973,13227549,103a,2010,18
"11/617,358",7822973,13224030,103a,2010,14
"11/617,358",7822973,13224030,103a,2010,14
"11/617,358",7822973,13224030,103a,2010,14
"11/617,358",7822973,13224030,103a,2010,14
"11/617,358",7822973,13224020,103a,2010,13
"10/890,006",7106874,12938456,103a,2006,6
"10/890,006",7106874,11634831,102e,2006,8
"10/890,006",7106874,12938456,103a,2006,2
"10/890,006",7106874,13562527,103a,2006,21
"10/650,287",6940407,12360153,102b,2005,1
"10/650,287",6940407,12360153,103a,2005,1
"10/650,287",6940407,12360153,103a,2005,1
"10/650,287",6940407,13240573,103a,2005,14
"10/650,287",6940407,13240573,103a,2005,17
"10/650,287",6940407,12186575,103c,2005,15
"10/650,287",6940407,12186575,103a,2005,15
"10/452,753",8253624,13052946,103a,2012,26
"10/206,503",6992580,12384430,103a,2006,6
"10/206,503",6992580,13303054,103a,2006,18
"10/206,503",6992580,13005683,102,2006,17
"10/206,503",6992580,13005683,103a,2006,23
"10/206,503",6992580,13014350,102,2006,24
"10/206,503",6992580,13409220,102,2006,17
"10/206,503",6992580,13409220,102,2006,22
"10/206,503",6992580,13409220,103a,2006,22
"10/206,503",6992580,13433861,103a,2006,22
"09/379,673",6560215,12192361,103a,2003,8
"10/610,284",6885242,12430753,103a,2005,1
"09/705,850",6678523,11355700,103a,2004,3
"09/705,850",6678523,12064578,103a,2004,9
"09/705,850",6678523,10945355,103a,2004,3
"09/705,850",6678523,13236133,119a,2004,24
"09/705,850",6678523,12323864,103,2004,17
"09/705,850",6678523,12323864,103,2004,21
"10/661,760",7107018,11849133,112,2006,6
"09/667,892",7039048,11728378,103a,2006,4
"09/667,892",7039048,11726137,103a,2006,9
"09/667,892",7039048,11726137,103a,2006,1
"09/667,892",7039048,11967421,103a,2006,5
"10/463,783",7046988,11776845,103a,2006,8
"08/995,799",6378073,12154788,103a,2002,1
"09/804,857",6940861,12100498,103,2005,9
"09/804,857",6940861,12100498,103a,2005,9
"08/722,468",5751378,12553069,103a,1998,16
"08/722,468",5751378,12553069,103,1998,16
"09/526,100",7313811,12098044,103a,2007,12
"09/526,100",7313811,12098044,103a,2007,12
"09/526,100",7313811,12098044,103a,2007,5
"09/526,100",7313811,12098044,103a,2007,5
"09/526,100",7313811,10201537,103a,2007,22
"09/526,100",7313811,12098044,103a,2007,17
"09/928,129",6636745,11856426,119a,2003,3
"10/626,333",6917182,12097472,103a,2005,3
"10/626,333",6917182,12097472,103c,2005,8
"10/626,333",6917182,12788753,103,2005,19
"11/150,953",7643832,11835569,103a,2010,2
"11/150,953",7643832,11835569,103a,2010,7
"11/150,953",7643832,12451204,103a,2010,6
"10/818,658",7590996,11250086,102e,2009,3
"11/143,428",8010985,12187609,103a,2011,9
"10/144,406",7257430,11754257,103a,2007,3
"10/144,406",7257430,11754257,103a,2007,10
"10/144,406",7257430,12852586,103a,2007,24
"09/255,181",6298224,13017155,119,2001,10
"09/032,885",6094429,12746271,103a,2000,31
"09/032,885",6094429,12746271,103a,2000,41
"09/032,885",6094429,12746271,103a,2000,47
"08/963,800",5933062,12492271,103a,1999,6
"08/963,800",5933062,12700876,103a,1999,3
"08/963,800",5933062,12700876,103a,1999,15
"08/963,800",5933062,12950908,102b,1999,27
"08/963,800",5933062,12917738,103a,1999,26
"11/109,915",7305649,12040751,103a,2007,8
"11/109,915",7305649,13023275,102b,2007,17
"11/109,915",7305649,13023275,102b,2007,23
"11/109,915",7305649,13023275,103a,2007,38
"11/109,915",7305649,13023275,103a,2007,44
"09/438,204",6313787,13407310,102,2001,20
"08/824,497",6011800,12161396,103a,2000,6
"08/824,497",6011800,12161396,103a,2000,6
"08/824,497",6011800,12161396,103a,2000,6
"08/824,497",6011800,12161396,103a,2000,6
"10/360,296",7190947,12620958,103a,2007,2
"08/897,847",6005980,12150204,103,1999,11
"08/897,847",6005980,11943716,102b,1999,2
"08/897,847",6005980,11943716,103a,1999,2
"08/897,847",6005980,11943716,103a,1999,2
"08/897,847",6005980,11943716,102b,1999,7
"08/897,847",6005980,11943716,103a,1999,7
"08/897,847",6005980,11943716,103a,1999,7
"08/897,847",6005980,12076624,103a,1999,5
"08/897,847",6005980,11926816,103a,1999,7
"09/252,172",6285899,11574346,103a,2001,15
"09/816,512",6605454,12448800,102b,2003,9
"09/816,512",6605454,11793428,103a,2003,18
"09/816,512",6605454,11793428,103a,2003,18
"09/104,634",6282183,11832574,103,2001,8
"09/104,634",6282183,11832574,103,2001,3
"09/104,634",6282183,13213581,102e,2001,20
"11/864,010",7877123,12943368,103a,2011,17
"11/864,010",7877123,12943368,103a,2011,17
"11/864,010",7877123,12907812,102e,2011,22
"11/864,010",7877123,12907812,103a,2011,22
"09/549,366",6224393,12906470,102b,2001,23
"09/549,366",6224393,12906470,103a,2001,23
"09/544,228",7446434,12745275,102e,2008,14
"10/318,486",7450722,11819604,103a,2008,4
"08/841,955",6026126,13490371,103a,2000,23
"09/666,902",7039115,11365286,102b,2006,1
"09/666,902",7039115,11365286,103a,2006,1
"09/666,902",7039115,11365286,103a,2006,1
"09/504,135",7509148,11361157,103a,2009,3
"09/504,135",7509148,12327315,102b,2009,1
"10/431,560",7414989,10563928,103a,2008,7
"10/431,560",7414989,12095848,103a,2008,8
"10/431,560",7414989,12095848,103a,2008,8
"10/431,560",7414989,12095848,103a,2008,8
"10/431,560",7414989,12095848,103a,2008,3
"10/431,560",7414989,12095848,103a,2008,3
"10/431,560",7414989,12095848,103a,2008,3
"10/431,560",7414989,10563928,103a,2008,2
"10/431,560",7414989,11554679,103a,2008,15
"10/431,560",7414989,11554679,103a,2008,15
"10/431,560",7414989,10563928,103a,2008,33
"09/060,686",6101531,11926283,103a,2000,3
"08/562,611",5703877,11535406,103a,1997,16
"08/562,611",5703877,11535406,102e,1997,20
"10/660,393",6925064,11051354,103a,2005,7
"10/660,393",6925064,12044132,103a,2005,9
"10/660,393",6925064,11051354,103a,2005,2
"10/660,393",6925064,12044132,103a,2005,2
"10/660,393",6925064,12044132,103a,2005,2
"10/660,393",6925064,12044132,103a,2005,2
"10/660,393",6925064,12044132,103a,2005,6
"10/660,393",6925064,13438884,112,2005,27
"11/692,400",8102802,12536958,103a,2012,16
"11/692,400",8102802,12536958,103a,2012,16
"11/692,400",8102802,13330814,119,2012,18
"11/692,400",8102802,12538535,103a,2012,24
"11/692,400",8102802,12538535,103a,2012,24
"11/692,400",8102802,12538535,103a,2012,24
"11/692,400",8102802,12538535,103a,2012,24
"11/692,400",8102802,12538535,103,2012,28
"11/692,400",8102802,12538535,103a,2012,32
"11/692,400",8102802,12538535,103a,2012,32
"11/692,400",8102802,12538535,103a,2012,32
"09/708,325",6542483,11857416,102e,2003,5
"11/004,262",7773535,12451204,103a,2010,6
"11/004,262",7773535,12338573,103a,2010,22
"11/004,262",7773535,12338573,119,2010,17
"11/004,262",7773535,12338573,103a,2010,17
"11/004,262",7773535,12338573,103a,2010,17
"11/004,262",7773535,12338573,103a,2010,36
"11/004,262",7773535,12338573,103a,2010,36
"12/489,798",8320267,12920958,112,2012,25
"08/615,371",6202088,11990294,103a,2001,8
"08/615,371",6202088,11990294,103a,2001,8
"08/615,371",6202088,12732344,103a,2001,15
"11/257,230",8275003,13891234,103a,2012,48
"09/347,082",6628711,11765381,103a,2003,8
"09/347,082",6628711,10462090,103a,2003,6
"09/347,082",6628711,12390203,102b,2003,6
"09/347,082",6628711,11675715,102b,2003,7
"09/347,082",6628711,11675715,103a,2003,7
"09/347,082",6628711,12063677,103a,2003,6
"09/347,082",6628711,10462090,103a,2003,3
"09/579,984",6385462,13172229,103a,2002,27
"09/579,984",6385462,13172229,103a,2002,34
"09/579,984",6385462,13027030,103a,2002,25
"10/737,065",7167710,12426181,103a,2007,1
"09/114,508",6408176,12434696,103a,2002,5
"10/609,939",7200190,12705548,103a,2007,10
"10/609,939",7200190,12705548,103a,2007,10
"10/609,939",7200190,12705548,103a,2007,18
"10/609,939",7200190,12705548,103a,2007,18
"08/893,332",6157632,13227853,102b,2000,24
"08/893,332",6157632,13227853,103a,2000,24
"11/967,519",8055211,12896414,102e,2011,24
"11/028,870",7489913,12248660,103a,2009,6
"11/028,870",7489913,12248660,103a,2009,13
"11/028,870",7489913,12248660,103a,2009,18
"11/028,870",7489913,12248660,103a,2009,33
"11/028,870",7489913,12248660,103a,2009,25
