app_number,patent_number,blocked_app,blocking_type,patent_pub_year,blocking_month
"10/623,750",7010657,11649258,103a,2006,45
"10/331,301",7099684,13007068,103a,2006,21
"10/331,301",7099684,13007068,103a,2006,21
"10/331,301",7099684,13007068,103a,2006,21
"10/331,301",7099684,13007068,103a,2006,16
"10/331,301",7099684,13007068,103a,2006,16
"10/331,301",7099684,13007068,103a,2006,16
"10/940,180",7340221,12906052,103a,2008,5
"11/727,217",7499689,12461661,103a,2009,5
"09/196,996",6570861,12047590,103a,2003,5
"09/196,996",6570861,12047590,103a,2003,1
"09/196,996",6570861,11444657,103a,2003,2
"09/106,596",6185433,9734852,103a,2001,5
"09/106,596",6185433,9734852,103a,2001,5
"09/106,596",6185433,9734852,103a,2001,5
"09/106,596",6185433,9734852,103a,2001,5
"09/106,596",6185433,9734852,103a,2001,5
"09/106,596",6185433,9734852,103a,2001,5
"09/106,596",6185433,9734852,103a,2001,5
"09/106,596",6185433,9734852,103a,2001,5
"09/301,679",6469997,11359503,103a,2002,10
"09/301,679",6469997,11359503,103a,2002,2
"09/685,702",6430228,11590398,103a,2002,9
"09/685,702",6430228,11590398,103a,2002,9
"09/685,702",6430228,11590398,103a,2002,9
"09/685,702",6430228,11590398,103a,2002,9
"09/685,702",6430228,11590398,103a,2002,3
"09/685,702",6430228,11590398,103a,2002,3
"09/685,702",6430228,11590398,103a,2002,3
"09/685,702",6430228,11590398,103a,2002,14
"09/685,702",6430228,11590398,103a,2002,14
"09/685,702",6430228,11590398,103a,2002,14
"09/685,702",6430228,11590398,103a,2002,14
"10/036,553",6744740,10795251,103,2004,4
"10/036,553",6744740,12415523,112,2004,1
"10/036,553",6744740,11936774,103a,2004,3
"10/036,553",6744740,11750028,103a,2004,10
"10/036,553",6744740,12101333,103a,2004,6
"10/036,553",6744740,12101333,103a,2004,6
"10/036,553",6744740,12101333,103a,2004,6
"10/036,553",6744740,12101333,103a,2004,6
"10/036,553",6744740,11750028,103a,2004,4
"10/036,553",6744740,11470812,103a,2004,9
"10/036,553",6744740,12101333,103a,2004,1
"10/036,553",6744740,12101333,103a,2004,1
"10/036,553",6744740,12101333,103a,2004,1
"10/036,553",6744740,11470812,103a,2004,4
"10/036,553",6744740,11470812,103a,2004,19
"10/422,376",7310423,12307391,103a,2007,4
"10/789,528",7492753,13356547,103a,2009,23
"10/789,528",7492753,13356547,103a,2009,23
"10/326,767",6909761,11926327,103a,2005,4
"10/326,767",6909761,12901003,102b,2005,21
"09/664,294",7213062,11499182,103a,2007,5
"09/664,294",7213062,13255328,102,2007,28
"09/365,726",6526581,10676429,103a,2003,10
"09/365,726",6526581,10676429,103a,2003,10
"09/365,726",6526581,12168425,102e,2003,3
"09/365,726",6526581,12168425,103a,2003,3
"09/365,726",6526581,12168425,103a,2003,3
"09/365,726",6526581,12168425,103a,2003,3
"09/365,726",6526581,12168425,103a,2003,3
"09/365,726",6526581,12168425,103a,2003,3
"09/365,726",6526581,12168425,103a,2003,3
"09/365,726",6526581,12168425,103a,2003,3
"09/365,726",6526581,12168425,103a,2003,3
"09/365,726",6526581,12168425,103a,2003,3
"09/365,726",6526581,11969870,103a,2003,3
"09/365,726",6526581,11969870,103a,2003,3
"09/365,726",6526581,11969870,103a,2003,3
"09/365,726",6526581,11969870,103a,2003,3
"09/365,726",6526581,11969870,103a,2003,3
"09/365,726",6526581,11969870,103a,2003,3
"09/365,726",6526581,11969870,103a,2003,3
"09/365,726",6526581,10676429,103a,2003,3
"09/365,726",6526581,10676429,103a,2003,3
"09/365,726",6526581,11636998,103a,2003,10
"09/365,726",6526581,13015695,103a,2003,13
"09/365,726",6526581,13015695,103a,2003,18
"09/365,726",6526581,10676429,103a,2003,14
"09/365,726",6526581,10676429,103a,2003,14
"10/022,964",6671525,11621957,103a,2003,9
"10/022,964",6671525,11621957,103a,2003,4
"10/022,964",6671525,12683522,103a,2003,15
"09/665,726",6728531,12484300,103a,2004,9
"09/665,726",6728531,11624552,103a,2004,1
"09/665,726",6728531,11624552,103a,2004,1
"09/665,726",6728531,9988241,103a,2004,2
"10/615,151",7016475,11631611,132a,2006,11
"08/727,352",5665265,12180509,103a,1997,4
"08/727,352",5665265,12180509,103a,1997,15
"11/564,399",7729433,12630627,102e,2010,3
"09/574,862",6807563,11378163,101,2004,1
"09/574,862",6807563,11854301,102,2004,5
"09/574,862",6807563,11854301,103a,2004,11
"08/598,779",5637418,13050378,103a,1997,25
"10/008,720",6643541,12085657,103a,2003,8
"10/008,720",6643541,12935000,103a,2003,22
"09/443,538",6519239,12025683,103a,2003,4
"09/443,538",6519239,12025683,103a,2003,4
"09/443,538",6519239,12130069,102b,2003,3
"09/443,538",6519239,12130069,102b,2003,7
"09/443,538",6519239,12025683,103a,2003,10
"09/443,538",6519239,12025683,103a,2003,10
"09/138,183",6091969,12904900,103a,2000,17
"10/291,305",6762723,12325366,103a,2004,2
"09/061,645",5974085,12953604,103a,1999,5
"09/311,450",6072790,11255270,103a,2000,24
"09/311,450",6072790,11255270,103,2000,30
"10/027,426",6996172,11777918,101,2006,12
"11/018,271",7509259,11460075,103a,2009,2
"09/359,280",6438360,11876037,103a,2002,2
"09/359,280",6438360,11876037,103a,2002,7
"09/561,319",6731940,12574242,103a,2004,3
"09/561,319",6731940,12574242,103a,2004,9
"11/027,869",7817718,11520709,103a,2010,2
"11/027,869",7817718,11520709,103a,2010,2
"11/027,869",7817718,11520709,103a,2010,2
"11/027,869",7817718,11520709,103a,2010,2
"11/027,869",7817718,11520709,103a,2010,7
"11/027,869",7817718,11520709,103a,2010,7
"11/027,869",7817718,11520709,103a,2010,7
"11/027,869",7817718,11520709,103a,2010,7
"11/027,869",7817718,12907656,112,2010,11
"08/753,231",5963876,11833733,103a,1999,9
"10/308,797",7234119,12356551,103a,2007,3
"10/280,903",6807317,12735329,103a,2004,20
"10/280,903",6807317,12735329,103a,2004,20
"10/280,903",6807317,12735329,103a,2004,20
"10/280,903",6807317,12735329,103a,2004,20
"10/280,903",6807317,12735329,103a,2004,31
"10/280,903",6807317,12735329,103a,2004,31
"10/280,903",6807317,12735329,103a,2004,25
"10/280,903",6807317,12735329,103a,2004,25
"10/280,903",6807317,12735329,103a,2004,20
"10/280,903",6807317,12735329,103a,2004,20
"10/280,903",6807317,12735329,103a,2004,20
"10/280,903",6807317,12735329,103a,2004,20
"10/280,903",6807317,12735329,103a,2004,31
"10/280,903",6807317,12735329,103a,2004,31
"10/280,903",6807317,12735329,103a,2004,25
"10/280,903",6807317,12735329,103a,2004,25
"08/960,814",6052064,12741744,103,2000,24
"09/971,430",6665283,10321308,103a,2003,6
"09/971,430",6665283,10321308,103a,2003,23
"09/971,430",6665283,10321308,103a,2003,14
"09/971,430",6665283,10321308,103a,2003,18
"09/050,297",5999138,11749596,103a,1999,5
"10/331,697",7106358,12907244,103a,2006,23
"10/331,697",7106358,12907244,103a,2006,23
"10/024,890",7047005,12156544,103a,2006,2
"09/676,904",6529746,11832590,103a,2003,1
"09/676,904",6529746,11832590,103a,2003,11
"09/676,904",6529746,11832858,103a,2003,1
"09/676,904",6529746,11832590,103a,2003,8
"11/027,110",7769087,12951732,119,2010,16
"11/027,110",7769087,12951732,119a,2010,26
"10/695,009",7505764,11578206,103a,2009,19
"10/175,666",6725021,12726817,103a,2004,15
"11/375,217",7504936,11834058,103a,2009,3
"11/375,217",7504936,11834058,103a,2009,9
"11/242,506",7398453,12043348,103a,2008,10
"12/259,385",7957772,12705736,103,2011,10
"10/744,762",7026789,12478097,103a,2006,7
"10/744,762",7026789,11971835,103a,2006,5
"12/724,188",8270359,13100801,103a,2012,32
"12/724,188",8270359,13100801,103a,2012,28
"12/724,188",8270359,12825179,103a,2012,26
"10/124,381",6704046,12469524,103a,2004,7
"10/124,381",6704046,12469524,103a,2004,7
"10/124,381",6704046,12469524,103a,2004,7
"09/613,804",6766353,12054664,103a,2004,10
"09/613,804",6766353,12394724,103,2004,7
"09/613,804",6766353,12394724,103a,2004,13
"09/613,804",6766353,11651801,119,2004,13
"09/613,804",6766353,11651801,103a,2004,13
"09/613,804",6766353,11651801,103a,2004,13
"09/613,804",6766353,11651801,103a,2004,13
"09/613,804",6766353,13413173,103a,2004,17
"09/613,804",6766353,13413173,103a,2004,17
"09/613,804",6766353,11592309,103a,2004,21
"09/613,804",6766353,12397757,103a,2004,18
"09/613,804",6766353,13413173,103a,2004,23
"09/613,804",6766353,13413173,103a,2004,23
"09/613,804",6766353,13413173,103a,2004,23
"09/254,671",6330459,12443423,103a,2001,8
"09/254,671",6330459,12443423,103a,2001,2
"08/810,718",6041241,10829786,103a,2000,3
"08/810,718",6041241,12841863,103a,2000,19
"09/860,934",6396726,12069584,102b,2002,4
"09/860,934",6396726,12718122,103a,2002,25
"12/398,057",8060012,13263705,103,2011,29
"09/107,890",6034971,11796166,103a,2000,10
"09/107,890",6034971,11796166,103a,2000,10
"09/107,890",6034971,13563572,103a,2000,22
"10/158,439",7085542,13318803,103a,2006,32
"10/158,439",7085542,13318803,103a,2006,39
"10/158,439",7085542,13318803,103a,2006,39
"09/358,884",6160449,11959923,103a,2000,11
"09/358,884",6160449,11914747,103a,2000,5
"09/353,583",7640571,12197505,103a,2009,12
"09/353,583",7640571,12197505,103a,2009,12
"09/353,583",7640571,12197505,103a,2009,6
"09/353,583",7640571,12197505,103a,2009,19
"09/353,583",7640571,12197505,103a,2009,19
"12/127,273",8224303,12684227,103a,2012,30
"12/127,273",8224303,12684227,103a,2012,30
"12/127,273",8224303,12684227,119a,2012,37
"12/127,273",8224303,12684227,103a,2012,37
"12/127,273",8224303,12684227,103a,2012,37
"12/127,273",8224303,12684227,103a,2012,42
"12/127,273",8224303,12684227,103a,2012,42
"09/946,109",7242784,11843061,103a,2007,10
"09/143,887",6104808,11828804,103a,2000,7
"09/143,887",6104808,11828804,103a,2000,7
"09/143,887",6104808,11828804,103a,2000,3
"09/054,010",6228516,12715630,103,2001,6
"09/054,010",6228516,12131892,103a,2001,6
"11/289,836",7747017,12592445,103a,2010,10
"11/289,836",7747017,12592445,103a,2010,10
"11/289,836",7747017,12592445,103a,2010,15
"09/665,610",6725022,11193828,103a,2004,11
"09/665,610",6725022,12484300,103a,2004,9
"09/665,610",6725022,11193828,103a,2004,8
"09/665,610",6725022,12033616,103a,2004,2
"09/665,610",6725022,12061803,103a,2004,1
"09/665,610",6725022,12353051,102b,2004,9
"09/665,610",6725022,12353051,103a,2004,9
"09/665,610",6725022,12353051,103a,2004,9
"09/665,610",6725022,12353051,103a,2004,9
"09/665,610",6725022,12484300,103a,2004,13
"10/082,006",7047050,11955338,103a,2006,5
"10/082,006",7047050,12717891,102b,2006,6
"10/082,006",7047050,13331050,102b,2006,29
"09/282,726",6100664,11939664,103a,2000,1
"10/688,714",6944245,12065588,103a,2005,9
"10/688,714",6944245,12065588,103a,2005,9
"08/980,563",5940076,12704039,102e,1999,12
"08/980,563",5940076,11435795,119a,1999,6
"08/980,563",5940076,11435795,103a,1999,6
"08/980,563",5940076,11435795,103a,1999,6
"08/980,563",5940076,12694785,103,1999,15
"09/366,422",6212393,13247431,102,2001,27
"09/366,422",6212393,13247431,103a,2001,27
"10/322,364",7356348,11873453,103,2008,3
"10/322,364",7356348,11873453,103a,2008,3
"10/322,364",7356348,11873453,103a,2008,3
"10/322,364",7356348,11873453,103a,2008,19
"10/322,364",7356348,11873453,103a,2008,19
"09/531,292",6707826,12819973,103a,2004,22
"09/531,292",6707826,12819973,103a,2004,22
"10/330,630",7292879,12732681,102b,2007,14
"10/330,630",7292879,12732681,103a,2007,14
"10/330,630",7292879,12732681,103a,2007,14
"10/330,630",7292879,12732681,103a,2007,14
"10/330,630",7292879,12732681,103a,2007,14
"10/330,630",7292879,12732681,103a,2007,20
"10/330,630",7292879,12732681,103a,2007,20
"10/330,630",7292879,12732681,103a,2007,24
"10/330,630",7292879,12732681,103a,2007,24
"10/330,630",7292879,12732681,103a,2007,24
"10/330,630",7292879,12732681,103,2007,27
"09/686,575",6393076,11863657,103a,2002,1
"09/686,575",6393076,11863657,103a,2002,1
"09/686,575",6393076,11863657,103a,2002,1
"09/686,575",6393076,11863657,103a,2002,1
"09/686,575",6393076,11863657,103a,2002,1
"09/686,575",6393076,12705460,103a,2002,21
"09/686,575",6393076,12705460,103a,2002,21
"09/686,575",6393076,12705460,103a,2002,21
"09/686,575",6393076,12705460,103a,2002,21
"09/686,575",6393076,12705460,103a,2002,21
"09/686,575",6393076,12705460,103a,2002,21
"09/686,575",6393076,12705460,103a,2002,21
"09/686,575",6393076,12705460,103a,2002,21
"09/686,575",6393076,12705460,103a,2002,21
"09/686,575",6393076,12705460,103a,2002,21
"09/686,575",6393076,12705460,103a,2002,21
"09/686,575",6393076,12705460,103a,2002,21
"09/686,575",6393076,12705460,103a,2002,21
"09/686,575",6393076,12705460,103a,2002,21
"09/437,672",6553021,12717419,103a,2003,3
"09/437,672",6553021,12717419,103a,2003,17
"09/437,672",6553021,12717419,103a,2003,26
"09/257,274",6256393,12303120,103a,2001,7
"09/257,274",6256393,12303120,103a,2001,7
"09/257,274",6256393,11584208,103a,2001,6
"09/257,274",6256393,11584208,103a,2001,6
"09/257,274",6256393,11584208,103a,2001,6
"09/257,274",6256393,11584208,103a,2001,6
"10/131,660",7385913,12402482,103a,2008,17
"10/131,660",7385913,12402482,103a,2008,17
"10/131,660",7385913,12402482,103a,2008,17
"10/131,660",7385913,12402482,103a,2008,17
"10/131,660",7385913,12402482,103a,2008,17
"10/131,660",7385913,12402482,103a,2008,17
"10/131,660",7385913,12402482,103a,2008,22
"10/131,660",7385913,12402482,103a,2008,22
"10/131,660",7385913,12402482,103a,2008,22
"10/131,660",7385913,12402482,103a,2008,22
"10/131,660",7385913,12402482,103a,2008,22
"08/944,585",6084468,12919525,103a,2000,25
"09/887,831",7165112,12898114,103a,2007,6
"10/770,906",7321570,12065272,103a,2008,10
"10/770,906",7321570,12065272,103a,2008,7
"10/403,946",7539186,12027429,103a,2009,10
"10/403,946",7539186,12027429,103a,2009,10
"10/403,946",7539186,12027429,103a,2009,10
"10/403,946",7539186,12027429,103a,2009,10
"10/403,946",7539186,12027429,103a,2009,10
"10/740,291",7787357,10584335,103a,2010,3
"11/874,605",7873338,12027996,103a,2011,4
"11/874,605",7873338,12680547,103a,2011,10
"11/874,605",7873338,12027996,103a,2011,10
"11/874,605",7873338,12680547,103,2011,16
"10/052,081",7200112,12906953,119a,2007,1
"10/052,081",7200112,10374810,103a,2007,1
"10/052,081",7200112,10374810,103a,2007,1
"10/052,081",7200112,10374810,103a,2007,1
"10/052,081",7200112,10374810,103a,2007,1
"10/052,081",7200112,10374810,103a,2007,1
"09/521,770",7073192,11366674,103a,2006,8
"09/521,770",7073192,11366674,103a,2006,15
"09/521,770",7073192,13036677,102e,2006,23
"09/434,750",6381477,11863311,102b,2002,6
"09/434,750",6381477,11863311,103a,2002,6
"09/032,005",6208871,11912636,103a,2001,5
"09/032,005",6208871,12338901,103a,2001,5
"09/032,005",6208871,12338901,103a,2001,5
"09/032,005",6208871,12592254,119,2001,8
"09/113,023",5963012,12492803,103a,1999,10
"09/113,023",5963012,12053861,103a,1999,10
"09/113,023",5963012,12053861,103a,1999,10
"09/113,023",5963012,12375481,103a,1999,5
"08/572,842",5697793,12402042,102b,1997,9
"08/572,842",5697793,12402042,103a,1997,9
"08/572,842",5697793,12402042,103a,1997,9
"08/572,842",5697793,12402042,103a,1997,9
"08/572,842",5697793,12402042,103a,1997,9
"08/572,842",5697793,12402042,103a,1997,9
"08/572,842",5697793,12402042,103a,1997,9
"08/572,842",5697793,12402042,103a,1997,9
"08/572,842",5697793,12402042,103a,1997,9
"08/572,842",5697793,13163797,103a,1997,24
"08/572,842",5697793,13163797,103a,1997,24
"08/572,842",5697793,12722045,102a,1997,19
"08/572,842",5697793,12722045,103a,1997,19
"08/572,842",5697793,12722045,103a,1997,19
"08/572,842",5697793,12722045,103a,1997,19
"08/572,842",5697793,12722045,103a,1997,19
"08/577,922",5754659,12898597,103a,1998,14
"08/577,922",5754659,12898597,103a,1998,14
"08/577,922",5754659,12898597,103,1998,14
"08/577,922",5754659,12898597,103,1998,14
"09/574,773",6591095,12575387,103a,2003,7
"09/574,773",6591095,12575387,103,2003,1
"09/574,773",6591095,11247463,103a,2003,8
"09/574,773",6591095,11247463,112,2003,3
"09/574,773",6591095,11247463,103a,2003,3
"08/639,370",5828660,12921082,103a,1998,21
"08/639,370",5828660,12921082,103a,1998,21
"08/768,761",6169802,12100020,103,2001,1
"08/768,761",6169802,12100020,103a,2001,3
"09/261,510",6141393,11445735,103a,2000,12
"09/261,510",6141393,11445735,103a,2000,12
"09/261,510",6141393,12558856,103a,2000,11
"09/261,510",6141393,11445735,103a,2000,8
"09/261,510",6141393,11445735,103a,2000,16
"09/261,510",6141393,11445735,103,2000,16
"09/261,510",6141393,12527019,103a,2000,19
"09/261,510",6141393,11445735,103a,2000,20
"08/852,467",5959693,11089788,103a,1999,1
"08/852,467",5959693,11695693,103a,1999,4
"10/084,965",7142190,12401437,103a,2006,8
"09/088,012",6020878,12465168,102e,2000,1
"09/088,012",6020878,12465168,103a,2000,1
"09/088,012",6020878,12833333,103a,2000,25
"08/707,167",5752163,11771684,103a,1998,7
"08/707,167",5752163,11771684,103a,1998,7
"08/707,167",5752163,13358619,103a,1998,22
"08/707,167",5752163,13358619,103a,1998,22
"08/707,167",5752163,13358619,112,1998,26
"11/434,312",7689228,12494333,119,2010,11
"10/083,014",6850285,12120974,103a,2005,9
"09/271,831",6049192,12366623,103a,2000,5
"09/187,007",6232970,11850964,103a,2001,3
"09/187,007",6232970,12347640,103a,2001,9
"09/187,007",6232970,11850964,103a,2001,9
"09/187,007",6232970,13430988,103a,2001,25
"09/638,604",7031373,11893893,103a,2006,16
"11/421,257",8004555,13101610,103a,2011,19
"11/421,257",8004555,13058193,102e,2011,24
"11/421,257",8004555,13058193,103,2011,24
"11/421,257",8004555,13058193,103a,2011,24
"11/421,257",8004555,13058193,103a,2011,30
"10/004,555",6493629,11317406,103a,2002,6
"09/337,086",6572830,12516263,102b,2003,11
"09/337,086",6572830,11878774,103a,2003,4
"09/337,086",6572830,11793428,103a,2003,12
"09/337,086",6572830,11793428,103a,2003,12
"09/337,086",6572830,11297106,102b,2003,7
"09/337,086",6572830,11878774,103a,2003,10
"09/337,086",6572830,11793428,103a,2003,18
"09/337,086",6572830,11793428,103a,2003,18
"09/337,086",6572830,12703209,103a,2003,19
"09/337,086",6572830,11297106,102b,2003,15
"09/033,096",6249894,12034125,103a,2001,11
"09/033,096",6249894,11495084,103a,2001,10
"09/033,096",6249894,11495084,103a,2001,10
"09/033,096",6249894,11495084,103a,2001,10
"09/033,096",6249894,11495084,103a,2001,10
"09/033,096",6249894,12034125,103a,2001,2
"09/033,096",6249894,12034125,103a,2001,7
"09/033,096",6249894,11495084,102b,2001,3
"09/033,096",6249894,11495084,103a,2001,3
"09/033,096",6249894,11495084,103a,2001,3
"09/033,096",6249894,11495084,103a,2001,3
"09/033,096",6249894,11495084,103a,2001,20
"09/033,096",6249894,11495084,103a,2001,20
"09/033,096",6249894,11495084,103a,2001,20
"09/033,096",6249894,11495084,103a,2001,20
"11/466,231",7570916,12376726,112,2009,4
"11/466,231",7570916,12110012,103a,2009,7
"10/675,786",7239898,12335511,102e,2007,4
"09/933,618",6686931,11674026,103a,2004,2
"09/933,618",6686931,11942972,102,2004,3
"09/933,618",6686931,11942972,103a,2004,3
"09/933,618",6686931,11942972,102b,2004,8
"09/933,618",6686931,11942972,103a,2004,8
"09/933,618",6686931,11942972,103a,2004,8
"09/933,618",6686931,11942972,102b,2004,13
"09/933,618",6686931,11942972,103a,2004,13
"09/933,618",6686931,11942972,103a,2004,13
"09/933,618",6686931,11942972,103a,2004,13
"08/264,817",6160489,10899617,103a,2000,9
"08/264,817",6160489,10899617,103a,2000,16
"08/264,817",6160489,12855740,103a,2000,15
"08/891,758",5966667,11967512,103a,1999,9
"08/891,758",5966667,11967512,103a,1999,2
"08/648,847",5854972,12207326,103a,1998,5
"08/648,847",5854972,12207326,103a,1998,5
"08/648,847",5854972,12207326,103a,1998,5
"08/648,847",5854972,12207326,103a,1998,5
"08/648,847",5854972,12207326,103a,1998,5
"08/648,847",5854972,12207326,103a,1998,5
"08/648,847",5854972,12207326,103a,1998,9
"08/648,847",5854972,12207326,103a,1998,9
"08/648,847",5854972,12207326,103a,1998,9
"08/648,847",5854972,12207326,103a,1998,9
"08/648,847",5854972,12207326,103a,1998,2
"08/648,847",5854972,12207326,103a,1998,2
"08/648,847",5854972,12207326,103a,1998,2
"08/648,847",5854972,12207326,103a,1998,2
"08/648,847",5854972,12207326,103a,1998,2
